name,deltaG,SMILES
pubchem_2044,-9.71,CC(C)(C)c1ccc(OCc2nc(CC(=O)NCc3ccccc3)n[nH]2)cc1
pubchem_2114,-9.71,CCOc1ccc(-n2ccn3c(-c4ccccc4)nnc3c2=O)cc1
pubchem_104,-9.7,COc1ccccc1NC(=O)Cc1n[nH]c(Cc2ccc(Cl)cc2)n1
pubchem_789,-9.7,COc1ccc(NC(=O)Cc2n[nH]c(Cc3ccc(C)cc3)n2)cc1
pubchem_1123,-9.7,COc1ccc(C)cc1NC(=O)CCN1CCC(c2n[nH]c(C)n2)CC1
pubchem_1297,-9.7,CCOc1ccccc1NC(=S)NCc1nc(-c2cccc(C)c2)no1
pubchem_1467,-9.7,Cc1nc(C(=O)Nc2ccc(OC(F)(F)F)cc2)nn1Cc1ccccc1
pubchem_1758,-9.7,CN(Cc1cccc(OCCCNc2n[nH]c(CO)n2)c1)c1ccccc1
pubchem_1934,-9.7,Cc1ccccc1OCc1nnc(SCC(=O)NC(C)C)n1-c1ccccc1
pubchem_1960,-9.7,Cn1ccn2c(CN3CCOc4cc(CN)ccc43)nnc2c1=O
pubchem_194,-9.69,CCCCOc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)cc1
pubchem_209,-9.69,COc1ccc(NCc2nc(CC(=O)NCCc3ccc(F)cc3)n[nH]2)cc1
pubchem_333,-9.69,Cc1nc(SCC(=O)Nc2ccccc2Oc2ccccc2)n[nH]1
pubchem_378,-9.69,COc1ccccc1-n1nc(CCc2ccccc2)nc1C(=O)N1CCCC1
pubchem_417,-9.69,CCCNC(=O)CSc1nnc(COc2ccccc2C)n1-c1ccccc1
pubchem_462,-9.69,CCOc1ccccc1NC(=O)CSc1nnc(C2CCCC2)n1CC
pubchem_562,-9.69,COc1ccccc1NC(=O)Cc1n[nH]c(Cc2ccccc2)n1
pubchem_691,-9.69,CCc1ccc(OCc2nc(SCC(=O)Nc3ccc(OC)cc3)n[nH]2)cc1
pubchem_1231,-9.69,CCn1cnnc1-c1cccc(NC(=O)COc2ccccc2)c1
pubchem_1864,-9.69,CCOc1ccccc1NC(=O)NCc1nncn1-c1ccccc1
pubchem_78,-9.68,Cc1cccc(OCc2nc(SCC(=O)Nc3ccc(C(C)C)cc3)n[nH]2)c1
pubchem_94,-9.68,N#Cc1ccccc1OCC(=O)NCc1nncn1-c1ccccc1
pubchem_359,-9.68,COc1ccc(C)cc1NC(=O)Cn1nnc(COc2ccccc2)n1
pubchem_421,-9.68,COc1ccccc1-n1c(Cc2ccccc2)nnc1SCC(=O)NC(C)C
pubchem_694,-9.68,CCCN(CC(=O)Nc1ccccc1OC)Cc1nc(-c2ccc(F)cc2)no1
pubchem_787,-9.68,CCOc1ccccc1CNC(=O)Cc1nc(-c2ccccc2)n[nH]1
pubchem_788,-9.68,COc1cccc(NC(=O)Cc2n[nH]c(Cc3ccc(C)cc3)n2)c1
pubchem_844,-9.68,CCOc1ccccc1CNC(=O)c1nc(-c2ccc(N(C)C)cc2)no1
pubchem_874,-9.68,Cc1cccc(OCc2nc(SCC(=O)Nc3ccc(F)cc3)n[nH]2)c1
pubchem_910,-9.68,CCOc1ccccc1NC(=O)CSc1n[nH]c(-c2ccc(C)cc2)n1
pubchem_921,-9.68,Cc1ccc(OCc2nc(SCC(=O)Nc3ccc(F)cc3)n[nH]2)cc1
pubchem_1277,-9.68,CCOc1cccc(CNC(=O)c2nc(C)n(-c3ccc(Cl)cc3)n2)c1
pubchem_1460,-9.68,Cc1ccc(NC(=O)CSc2nnc(COc3ccc(C)cc3)n2N)cc1
pubchem_1738,-9.68,CCN(Cc1ccc(C)o1)C(=O)Nc1ccc(Cc2n[nH]c(C)n2)cc1
pubchem_213,-9.67,CC(=O)CCc1ccc(OCC(=O)Nc2ccc(-c3n[nH]c(C)n3)cc2)cc1
pubchem_898,-9.67,COc1ccc(C)cc1NC(=O)NCCc1n[nH]c(Cc2ccc(F)cc2)n1
pubchem_1183,-9.67,Cc1ccc(OCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c(C)c1
pubchem_1270,-9.67,Cc1cc(C)cc(NC(=O)C(=O)NCc2nc(-c3ccco3)n[nH]2)c1
pubchem_1610,-9.67,CC(=O)Nc1cccc(COc2ccccc2-c2ncn[nH]2)c1
pubchem_1961,-9.67,O=C(Cn1cnc(Cc2ccccc2)n1)Nc1ccc2c(c1)NC(=O)CO2
pubchem_146,-9.66,Cc1ccc(OCC(=O)Nc2cccc(-c3nncn3C)c2)cc1
pubchem_482,-9.66,CCn1cnnc1-c1cccc(NC(=O)COc2ccc(F)cc2)c1
pubchem_576,-9.66,CCOc1ccc(CN(C)C(=O)c2nc(C)n(-c3ccc(F)cc3)n2)cc1
pubchem_934,-9.66,CC(=O)Nc1ccccc1OCc1noc(C(=O)NCc2ccc(F)cc2)n1
pubchem_1021,-9.66,COc1cccc(CN(C)C(=O)Nc2cc(-c3n[nH]c(C)n3)ccc2C)c1
pubchem_1251,-9.66,Cc1cccc(OCC(=O)NCCc2nc(-c3ccccc3)n[nH]2)c1
pubchem_1316,-9.66,CCOc1ccc(NC(=O)CSc2n[nH]c(/C=C/c3ccccc3)n2)cc1
pubchem_1865,-9.66,CCOc1cc(C)ccc1NC(=O)NCc1nncn1-c1ccccc1
pubchem_2033,-9.66,Cc1ccc(OCc2nc(SCC(=O)Nc3ccccc3F)n[nH]2)cc1
pubchem_435,-9.65,COc1cccc(NC(=O)Cc2n[nH]c(Cc3ccccc3F)n2)c1
pubchem_588,-9.65,CCOc1ccc(OCC(=O)Nc2cccc(-c3nncn3CC)c2)cc1
pubchem_864,-9.65,Cc1ccccc1OCc1nc(SCC(=O)Nc2ccc(F)cc2)n[nH]1
pubchem_871,-9.65,CCOc1cccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)c1
pubchem_896,-9.65,COc1ccc(OC)c(NC(=O)NCCc2n[nH]c(Cc3ccc(C)cc3)n2)c1
pubchem_3,-9.64,COc1ccccc1NC(=O)Cn1nc(-c2ccccc2)nc1-c1ccccc1
pubchem_5,-9.64,CCOc1ccccc1NC(=O)CSc1nnc(-c2cccc(C)c2)n1N
pubchem_64,-9.64,O=C(CCCOc1ccccc1)Nc1cccc(-c2nnc3n2CCCCC3)c1
pubchem_269,-9.64,CCOc1ccc(NC(=O)CSc2n[nH]c(COc3ccc(C)cc3)n2)cc1
pubchem_690,-9.64,Cc1ccc(NC(=O)CSc2n[nH]c(COc3ccc(C)cc3)n2)cc1
pubchem_813,-9.64,COc1ccc(NC(=O)CSc2n[nH]c(COc3ccccc3C)n2)cc1
pubchem_1237,-9.64,Cc1nc(C(=O)NCc2ccccc2OC(F)(F)F)nn1-c1ccc(F)cc1
pubchem_1791,-9.64,CCc1nc(C2CCN(C(=O)CCNc3cc(Cl)ccc3OC)CC2)n[nH]1
pubchem_1885,-9.64,CC(C)Cc1noc(CNc2ccccc2Oc2ccccc2)n1
pubchem_2010,-9.64,COc1ccccc1NCc1nc(-c2ccc(C)cc2)no1
pubchem_180,-9.63,CCOc1ccccc1-n1c(CNc2ccc(C)cc2)nnc1SCC(N)=O
pubchem_322,-9.63,Cc1ccc(NC(=O)CSc2n[nH]c(COc3ccccc3)n2)cc1
pubchem_474,-9.63,CC(C)c1ccc(OCc2nc(SCC(=O)Nc3ccccc3)n[nH]2)cc1
pubchem_494,-9.63,N#Cc1ccc(OCC(=O)NCc2nncn2-c2ccccc2)cc1
pubchem_504,-9.63,Cc1nc(-c2cccc(NC(=O)COc3ccccc3C(F)(F)F)c2)n[nH]1
pubchem_878,-9.63,CCOc1ccccc1NC(=O)CSc1n[nH]c(/C=C/c2ccccc2C)n1
pubchem_1505,-9.63,COc1ccccc1N1CCN(C(=O)Nc2n[nH]c(Cc3ccccc3)n2)CC1
pubchem_1908,-9.63,COc1ccccc1-n1c(SCC(=O)NCC(C)C)nnc1-c1ccccc1
pubchem_2022,-9.63,Cc1cc(C)cc(OCC(=O)Nc2cccc(-c3nnc4n3CCCCC4)c2)c1
pubchem_219,-9.62,COc1ccc(NC(=O)Cc2n[nH]c(Cc3ccccc3)n2)cc1
pubchem_246,-9.62,COCCn1c(SCC(=O)Nc2ccccc2OC)nnc1-c1ccccc1
pubchem_550,-9.62,O=C(Cc1n[nH]c(COc2ccccc2)n1)NCc1ccccc1
pubchem_564,-9.62,CCn1c(SCC(=O)Nc2ccccc2OC)nnc1-c1ccccc1
pubchem_630,-9.62,CCCOc1cccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)c1
pubchem_688,-9.62,Cc1cccc(OCc2nc(SCC(=O)Nc3ccccc3)n[nH]2)c1
pubchem_770,-9.62,CCOc1ccc(-n2ccn3c(-c4cccc(F)c4)nnc3c2=O)cc1
pubchem_830,-9.62,COc1ccc(NC(=O)c2nc(C)n(-c3ccccc3C)n2)cc1
pubchem_1182,-9.62,CC(C)Oc1ccccc1CC(=O)Nc1ccc(-c2n[nH]c(CN)n2)cc1
pubchem_1570,-9.62,CCCOc1ccc(OCC(=O)Nc2ccccc2-c2n[nH]c(C(C)C)n2)cc1
pubchem_1848,-9.62,CCOc1ccccc1NC(=O)CSc1n[nH]c(C=Cc2ccccc2C)n1
pubchem_2048,-9.62,CCOc1ccc(OCC(=O)NCc2nncn2-c2ccccc2)cc1
pubchem_2120,-9.62,O=c1[nH]ccn2c(COc3ccccc3NC3CCCCC3)nnc12
pubchem_437,-9.61,COc1ccccc1CNC(=O)Nc1cccc(-c2n[nH]c(C)n2)c1
pubchem_517,-9.61,COc1ccc(C)cc1NC(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1
pubchem_759,-9.61,CCc1ccc(OCc2nc(SCC(=O)Nc3ccc(C)cc3)n[nH]2)cc1
pubchem_1188,-9.61,Cc1nc(-c2ccc(NC(=O)CCOc3ccccc3C)cc2)n[nH]1
pubchem_1793,-9.61,COc1ccc(NC(=O)CSc2n[nH]c(CNc3ccccc3C)n2)cc1
pubchem_385,-9.6,O=C(COc1ccccc1)NCC(=O)Nc1ccc(-c2n[nH]c(C3CC3)n2)cc1
pubchem_439,-9.6,Cc1nc(C(=O)NCCCOc2ccccc2)nn1-c1ccc(F)cc1
pubchem_849,-9.6,Cc1ccc(C(C)C)c(OCC(=O)Nc2ccc(-c3n[nH]c(C)n3)cc2)c1
pubchem_919,-9.6,COc1ccccc1NC(=O)CSc1n[nH]c(-c2ccc(C(C)(C)C)cc2)n1
pubchem_992,-9.6,Cc1cccc(OCCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c1
pubchem_1275,-9.6,CCc1nc(-c2ccccc2NC(=O)COc2ccc(C)cc2)n[nH]1
pubchem_1276,-9.6,O=C(COc1ccc(N2CCCC2=O)cc1)Nc1ccc(-c2ncn[nH]2)cc1
pubchem_1428,-9.6,COc1ccccc1NC(=O)C1=C(C)Nc2nc(-c3ccccc3)nn2C1
pubchem_2051,-9.6,COc1ccccc1NC(=O)Cc1noc(C(=O)NCc2cccc(F)c2)n1
pubchem_2072,-9.6,Cn1nc(CNc2ccccc2OC2COC2)nc1-c1ccccc1
pubchem_76,-9.59,COc1ccc(NC(=O)CSc2n[nH]c(COc3cccc(C)c3)n2)cc1
pubchem_107,-9.59,Cc1noc(CNc2ccccc2OCCc2ccccc2)n1
pubchem_273,-9.59,COc1ccccc1NC(=O)CSc1n[nH]c(/C=C/c2ccccc2C)n1
pubchem_460,-9.59,CCOc1ccc(-c2nnc(SCC(=O)Nc3ccccc3OC)n2C)cc1
pubchem_991,-9.59,CCCOc1ccc(CCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)cc1
pubchem_1326,-9.59,Cn1c(CNc2cccc3c2OCCO3)nnc1-c1ccccc1
pubchem_669,-9.58,COc1ccccc1NC(=O)CSc1nnc(COc2cccc(C)c2)n1C
pubchem_1083,-9.58,CCOc1ccccc1NC(=O)Nc1ccc(-c2nnc3n2CCCC3)cc1
pubchem_1909,-9.58,C=CCN(Cc1nc(-c2ccccc2)no1)C(=O)Nc1ccccc1OC
pubchem_1933,-9.58,CCN(CC(=O)Nc1ccccc1OC)Cc1nc(-c2cccc(OC)c2)no1
pubchem_131,-9.57,CCOc1ccccc1NC(=O)Cn1nnnc1-c1ccc(C)cc1
pubchem_248,-9.57,CCOc1ccccc1NC(=O)CSc1nnc(-c2ccc(OC)cc2)n1C
pubchem_545,-9.57,Cc1cccc(OCC(=O)Nc2cc(-c3nnc4n3CCCCC4)ccc2C)c1
pubchem_811,-9.57,Cc1ccc(OCC(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)c(C)c1
pubchem_1036,-9.57,COCCOc1ccccc1NC(=O)c1nc(C)n(-c2ccccc2C(C)C)n1
pubchem_1416,-9.57,Cc1cc(C)cc(OCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c1
pubchem_1592,-9.57,Cc1nc(-c2cccc(NC(=O)Cc3ccc(OCC#N)cc3)c2)n[nH]1
pubchem_1669,-9.57,COc1ccc(NC(=O)CCC2CCN(C(=O)c3ncn[nH]3)CC2)c(OC)c1
pubchem_141,-9.56,COc1ccc(NC(=O)CSc2n[nH]c(COc3ccc(C)cc3)n2)cc1
pubchem_336,-9.56,CCOc1ccc(NC(=O)NCCc2n[nH]c(Cc3ccc(F)cc3)n2)cc1
pubchem_400,-9.56,CCc1ccc(-c2nc(SCC(=O)Nc3ccccc3OC)n[nH]2)cc1
pubchem_492,-9.56,CC(C)(C)c1ccc(OCc2nc(CC(=O)NCc3ccccn3)n[nH]2)cc1
pubchem_497,-9.56,COc1ccc(C)cc1NC(=O)NCCc1n[nH]c(Cc2ccc(C)cc2)n1
pubchem_506,-9.56,COc1ccc(NC(=O)Cc2n[nH]c(Cc3ccc(F)cc3)n2)cc1
pubchem_937,-9.56,Cc1ccc2oc(=O)n(Cc3nc(-c4ccccc4)n[nH]3)c2c1
pubchem_2017,-9.56,COc1ccccc1NC(=O)CSc1n[nH]c(-c2cccc(C)c2)n1
pubchem_2040,-9.56,CCN(CC(=O)Nc1ccccc1OC)Cc1nc(-c2ccc(OC)cc2)no1
pubchem_2112,-9.56,O=c1c2nc(COc3ccccc3)nn2ccn1-c1ccc(F)cc1
pubchem_96,-9.55,CCOc1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccccc3C)n2)cc1
pubchem_301,-9.55,CCOc1ccccc1OCC(=O)Nc1cccc(-c2ncn[nH]2)c1
pubchem_903,-9.55,CCOc1ccccc1NC(=O)CSc1nnc(-c2ccccc2)n1CC
pubchem_941,-9.55,COc1cccc(NC(=O)Cc2n[nH]c(Cc3ccccc3)n2)c1
pubchem_978,-9.55,CCOc1ccccc1NC(=S)NCc1nc(-c2ccccc2)no1
pubchem_1044,-9.55,CCOc1ccc(CCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)cc1
pubchem_1229,-9.55,Cc1cccc(C)c1NC(=O)COc1cccc(-c2nnc3n2CCCCC3)c1
pubchem_1367,-9.55,Cc1nc(C(=O)Nc2ccc3c(c2)CCCO3)nn1-c1n[nH]c(C(F)(F)F)n1
pubchem_1863,-9.55,CCc1n[nH]c(CNc2ccc3c(c2)N(C(=O)C(C)(C)C)CCO3)n1
pubchem_1,-9.54,CCOc1ccccc1NC(=O)CSc1nnc(-c2ccccc2)n1C
pubchem_91,-9.54,O=C(Cc1n[nH]c(COc2ccccc2)n1)NCc1ccc(F)cc1
pubchem_124,-9.54,COc1ccccc1NC(=O)NCc1nc(-c2cccc(C)c2)no1
pubchem_255,-9.54,Cc1ccccc1OCc1nc(SCC(=O)Nc2ccc(F)cc2F)n[nH]1
pubchem_274,-9.54,C#CCNC(=O)CSc1nnc(COc2ccccc2C)n1-c1ccccc1
pubchem_324,-9.54,COc1ccccc1NC(=O)CSc1n[nH]c(COc2ccc(C)cc2)n1
pubchem_601,-9.54,COc1ccc(C)cc1NC(=O)Cc1n[nH]c(Cc2ccc(F)cc2)n1
pubchem_2064,-9.54,COc1ccc(-c2n[nH]c(CNC(=O)CNc3ccccc3[N+](=O)[O-])n2)cc1
pubchem_22,-9.53,CCc1ccc(OCc2nc(SCC(=O)Nc3ccccc3)n[nH]2)cc1
pubchem_106,-9.53,O=C(CN1C(=O)COc2ccccc21)NCCc1nnc2n1CCC2
pubchem_345,-9.53,COc1ccccc1N(C)C(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1
pubchem_561,-9.53,CCc1nnc2c(=O)n(CC(=O)NCc3ccccc3OC)c3ccccc3n12
pubchem_625,-9.53,Cc1cccc(OCC(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)c1C
pubchem_696,-9.53,C=CCNC(=O)CSc1nnc(COc2ccccc2C)n1-c1ccccc1
pubchem_1872,-9.53,COc1ccc(NC(=O)c2nc(C)n(-c3ccccc3C(C)C)n2)cc1N
pubchem_39,-9.52,CCc1ccc(-c2noc(CN(CC)CC(=O)Nc3ccccc3OC)n2)cc1
pubchem_55,-9.52,COc1ccccc1NC(=O)CSc1nnc(COc2ccc(C)cc2)n1C
pubchem_558,-9.52,CCOc1ccccc1NC(=O)N1CC(c2nc(-c3ccccc3)no2)C1
pubchem_791,-9.52,COc1ccc(NC(=O)Cc2n[nH]c(Cc3ccccc3F)n2)cc1
pubchem_1906,-9.52,O=C(CCOc1ccccc1)Nc1ccc(-c2nnc3n2CCCCC3)cc1
pubchem_2013,-9.52,COc1ccc(NC(=O)CNc2cccc(-c3nnc(C)n3C)c2)cc1
pubchem_2026,-9.52,CCOc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)cc1
pubchem_334,-9.51,COc1ccc(CNC(=O)Cc2n[nH]c(CNc3ccc(OC)cc3)n2)cc1
pubchem_579,-9.51,CCOc1ccccc1-c1nnc(SCC(=O)Nc2ccccc2OC)n1C
pubchem_974,-9.51,CCn1c(C)nnc1COc1cccc(NC(=O)c2ccccc2)c1
pubchem_1200,-9.51,O=C(Nc1ccc2c(c1)CNCCO2)c1nc(C2CC2)n(-c2ccccc2)n1
pubchem_1647,-9.51,COc1ccc(NC2(C(=O)NCCSc3n[nH]c(C)n3)CCCCC2)cc1
pubchem_1917,-9.51,Cc1ccccc1OCC(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1
pubchem_125,-9.5,CCOc1ccccc1NC(=O)CSc1nnc(-c2cccc(F)c2)n1C
pubchem_655,-9.5,COc1ccc(CNC(=O)Nc2cccc(-c3n[nH]c(C)n3)c2)cc1
pubchem_702,-9.5,CC(C)(C)c1ccc(OCc2nc(CC(=O)NNc3ccccc3)n[nH]2)cc1
pubchem_990,-9.5,Cc1ccc(C)c(OCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c1
pubchem_1715,-9.5,CCCN(CC)c1ccc(C(=O)NCc2nc(-c3ccc(OC)cc3)n[nH]2)cc1
pubchem_1918,-9.5,CCCOc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)cc1
pubchem_1947,-9.5,CCc1nnc2c(=O)n(CC(=O)NCc3ccc(OC)cc3)c3ccccc3n12
pubchem_111,-9.49,Cc1nc(-c2cccc(NC(=O)/C=C/c3ccc(OCC#N)cc3)c2)n[nH]1
pubchem_122,-9.49,CCOc1ccccc1NC(=O)CSc1nnc(C2CCCCC2)n1N
pubchem_1914,-9.49,Cc1ccc(OCC(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)cc1
pubchem_2047,-9.49,O=C(COc1ccccc1)NCc1nncn1-c1ccccc1
pubchem_11,-9.48,COc1ccc(Cc2nnc(SCC(=O)Nc3ccccc3OC)n2N)cc1
pubchem_148,-9.48,Cc1nc(C(=O)Nc2ccc(OCC(=O)N(C)C)cc2)nn1-c1ccc(F)cc1
pubchem_503,-9.48,COc1ccccc1-n1ccn2c(SCC(=O)NC(C)C)nnc2c1=O
pubchem_820,-9.48,Cc1ccc(C)c(OCC(=O)Nc2cccc(-c3nnc4n3CCCCC4)c2)c1
pubchem_1408,-9.48,COc1ccccc1NC(=O)N(C)Cc1nc(-c2ccccc2C)no1
pubchem_1750,-9.48,c1ccc(NCCc2nnc3n2Cc2ccccc2OC3)cc1
pubchem_1930,-9.48,CCOc1ccccc1NCc1nc(-c2ccccc2OC)no1
pubchem_484,-9.47,CCN(CC(=O)Nc1ccccc1OC)Cc1nc(-c2ccc(C)cc2)no1
pubchem_538,-9.47,CCc1ccc(OCc2nc(SCC(=O)Nc3ccc(F)cc3)n[nH]2)cc1
pubchem_595,-9.47,COc1ccc(-c2n[nH]c(CCNC(=O)Nc3cc(C)ccc3OC)n2)cc1
pubchem_619,-9.47,COc1ccc(NC(=O)C2(N(C)C(=O)Cc3nc(N)n[nH]3)CCCCC2)cc1
pubchem_1204,-9.47,CNC(=O)CSc1nnc(COc2ccccc2C)n1-c1ccccc1
pubchem_1314,-9.47,Cc1nnnn1-c1cccc(NC(=O)CN2CCOc3ccccc3C2)c1
pubchem_1742,-9.47,COc1ccc(-n2nc(C(=O)NC3CCCCC3)nc2-c2cccc(C)c2)cc1
pubchem_77,-9.46,CCOc1ccc(NC(=O)CSc2n[nH]c(COc3cccc(C)c3)n2)cc1
pubchem_744,-9.46,COc1ccccc1NC(=O)CSc1nnc(Cc2ccccc2)n1N
pubchem_809,-9.46,CCOc1ccccc1NC(=O)CSc1nnc(-c2ccccc2F)n1C
pubchem_863,-9.46,Cc1ccc(C)c(OCC(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)c1
pubchem_1240,-9.46,CCCNC(=O)CSc1nnc(Cc2ccccc2)n1-c1ccccc1OC
pubchem_1600,-9.46,Cc1ccccc1-c1nnc(C)n1-c1ccc(OCC(=O)NC2CC2)cc1
pubchem_1613,-9.46,COc1ccccc1NC(=O)CSc1n[nH]c(C=Cc2ccccc2C)n1
pubchem_2108,-9.46,CCOc1ccc(-c2noc(CNc3ccccc3OC)n2)cc1
pubchem_231,-9.45,CN(Cc1cccc(OCCCNc2nc(CO)nn2C)c1)c1ccccc1
pubchem_337,-9.45,COc1ccc(NC(=O)NCCc2n[nH]c(Cc3ccc(F)cc3)n2)c(OC)c1
pubchem_531,-9.45,COc1ccccc1-c1nc(Nc2ccc(N3CCOCC3)cc2)n[nH]1
pubchem_1174,-9.45,O=C(CN1CCOc2ccccc2C1)NCc1nncn1C1CCCCC1
pubchem_1190,-9.45,CCOc1ccccc1NCc1nc(-c2ccc(C)cc2)no1
pubchem_1211,-9.45,CCOc1ccccc1NC(=O)CSc1nnc(-c2ccc(F)cc2)n1C
pubchem_1217,-9.45,Cc1cccc(C)c1OCC(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1
pubchem_1279,-9.45,CCCOc1cccc(CNc2cccc(-c3n[nH]c(C)n3)c2)c1
pubchem_1375,-9.45,C=C(N)C(=O)Nc1cccc(-c2n[nH]c(-c3ccc(OC)cc3)n2)c1
pubchem_2071,-9.45,C=CC(=O)N(C)c1ccc(C(=O)Nc2ccc(OCc3ncn[nH]3)cc2)cc1
pubchem_169,-9.44,COc1cccc(NC(=O)Cc2n[nH]c(Cc3ccc(F)cc3)n2)c1
pubchem_313,-9.44,CCOc1ccc(NC(=O)CSc2nnc(Cc3ccccc3)n2N)cc1
pubchem_429,-9.44,COc1ccc(NC(=O)Cn2c(C)cc(=O)n3nc(-c4ccccc4)nc23)cc1
pubchem_645,-9.44,COc1cccc(-c2n[nH]c(CNc3ccc(C)cc3)n2)c1
pubchem_760,-9.44,CCc1ccc(OCc2nc(SCC(=O)Nc3ccccc3F)n[nH]2)cc1
pubchem_1131,-9.44,CCc1nncn1CCN/C(=N\C)NCCCN1C(=O)COc2ccccc21
pubchem_1181,-9.44,Cc1ccccc1OCCCC(=O)Nc1ccc(-c2n[nH]c(CN)n2)cc1
pubchem_1255,-9.44,O=C(CCOc1ccccc1)NCc1nc(-c2ccc(F)cc2)n[nH]1
pubchem_1557,-9.44,COc1ccccc1-n1nc(-c2ccccc2)nc1-c1ccc(=O)[nH]c1
pubchem_2008,-9.44,Cc1ccc(OCc2nnc(SCC(=O)Nc3ccccc3)n2N)cc1
pubchem_161,-9.43,CCOc1ccccc1NC(=O)c1nc(-c2ccccc2)n(-c2ccc(C)cc2)n1
pubchem_261,-9.43,COc1ccc(C)cc1NC(=O)c1nc(C)n(-c2ccc(F)cc2)n1
pubchem_652,-9.43,O=C(COc1ccccc1)NCCc1nc(-c2ccccc2)n[nH]1
pubchem_808,-9.43,COc1ccccc1NC(=O)CSc1n[nH]c(-c2ccccc2C)n1
pubchem_900,-9.43,CCOc1ccc(CCC(=O)Nc2ccc(-c3n[nH]c(C)n3)cc2)cc1
pubchem_929,-9.43,O=C(NCc1ccco1)c1nc(Cc2ccccc2)n(-c2ccccc2)n1
pubchem_1003,-9.43,COc1ccccc1NC(=O)c1nc(-c2ccccc2)n(-c2ccc(C)c(C)c2)n1
pubchem_1323,-9.43,Cc1cccc(Oc2ccc(NC(=O)CCc3ncn[nH]3)cc2)c1
pubchem_2042,-9.43,Cc1nc(C(=O)NCCOc2ccccc2)nn1-c1ccccc1
